Tanggal,No PO,No SO,Tanggal SPK,Deadline SPK,Nama Vendor (PIC),Kontak,Kategori Produk,Jenis Produk,Nama Produk,Qty,Satuan,Revisi,Tgl Revisi,Jumlah Harga,Sub Total,Metode Pembayaran,Nama Sales,Tanggal.1,Nilai Pembayaran,Tanggal.2,Nilai Pembayaran.1,Tanggal.3,Nilai Pembayaran.2,Tanggal.4,Nilai Pembayaran.3,Tanggal.5,Nilai Pembayaran.4,Tanggal.6,Nilai Pembayaran.5,Tanggal.7,Nilai Pembayaran.6,Tanggal.8,Nilai Pembayaran.7,Tanggal.9,Nilai Pembayaran.8,Tanggal.10,Nilai Pembayaran.9,Tanggal.11,Nilai Pembayaran.10,Tanggal.12,Nilai Pembayaran.11,Jumlah Penyelesaian,Kekurangan Pembayaran,Status Pengiriman,Hutang Vendor,Link Odoo Project - Core Process,Checklist Keuangan,Bulan
2026-04-02,P00033,S00001,,,CV Agung Mulia ,83866373384,Street Furniture & Landscape,Ongkos Kontainer ,Ongkos Kontainer ,3.0,PCS,,,84000000.0,84000000.0,Transfer ,Swastika,24/04/2026,Rp28.000.000,27/04/2026,Rp28.000.000,28/4/2026,28.000.000,,,,,,,,,,,,,,,,,,,84000000.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=110799&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-04
2026-04-04,P00037,S00117,,,CV Agung Mulia ,83866373384,Street Furniture & Landscape,Guding Block Ubin 30 x 30 ,Guding Block Ubin 30 x 30 ,20000.0,PCS,,,178500000.0,178500000.0,Transfer ,Syaiful ,29/04/2026,Rp16.000.000,26/05/2026,Rp16.000.000,29/5/2026,Rp16.000.000,,,,,,,,,,,,,,,,,,,48000000.0,130500000.0,Diterima Futake,130500000.0,https://futakesistem.com/web#cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form&id=111308,False,2026-04
2026-04-04,P00037,S00117,,,CV Agung Mulia ,83866373384,Street Furniture & Landscape,Ongkir ,Ongkir ,3.0,RIT ,,,5550000.0,5550000.0,Transfer ,Syaiful ,29/04/2026,Rp1.850.000,26/05/2026,Rp1.850.000,29/5/2026,Rp1.850.000,,,,,,,,,,,,,,,,,,,5550000.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form&id=111308,False,2026-04
2026-04-07,P00038,STOCK ,,,Pak Supriyanto,85773670306,Alat Usaha & Perlengkapan Rumah Tangga,Toples Kaca 4 No. 2 ,Toples Kaca 4 No. 2 ,10.0,PCS,,,880000.0,2850000.0,Transfer ,Stock,15/05/2026,Rp2.850.000,,,,,,,,,,,,,,,,,,,,,,,2850000.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-07,P00038,STOCK ,,,Pak Supriyanto,85773670306,Alat Usaha & Perlengkapan Rumah Tangga,Toples Kaca 4 No. 3,Toples Kaca 4 No. 3,10.0,PCS,,,800000.0,,,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-07,P00038,STOCK ,,,Pak Supriyanto,85773670306,Alat Usaha & Perlengkapan Rumah Tangga,Toples Kaca 4 No. 4 ,Toples Kaca 4 No. 4 ,10.0,PCS,,,620000.0,,,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-07,P00038,STOCK ,,,Pak Supriyanto,85773670306,Alat Usaha & Perlengkapan Rumah Tangga,Toples Kaca 4 No. 5,Toples Kaca 4 No. 5,10.0,PCS,,,550000.0,,,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-07,P00039,STOCK ,,,Pak Yudi Toples Kaca Ceper,8816414279,Alat Usaha & Perlengkapan Rumah Tangga,Toples Kaca 5 No. 3 ,Toples Kaca 5 No. 3 ,15.0,PCS,,,1275000.0,2675000.0,Transfer ,Stock,08/04/2026,Rp802.800,24/04/2026,Rp1.872.200,,,,,,,,,,,,,,,,,,,,,2675000.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-07,P00039,STOCK ,,,Pak Yudi Toples Kaca Ceper,8816414279,Alat Usaha & Perlengkapan Rumah Tangga,Toples Kaca 6 No. 4 ,Toples Kaca 6 No. 4 ,10.0,PCS,,,750000.0,,Transfer ,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-07,P00039,STOCK ,,,Pak Yudi Toples Kaca Ceper,8816414279,Alat Usaha & Perlengkapan Rumah Tangga,Toples Kaca 6 No. 5 ,Toples Kaca 6 No. 5 ,10.0,PCS,,,650000.0,,Transfer ,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-09,P00043,S00031,,,Futastone,62 823-2220-4090,Street Furniture & Landscape,Guiding Block Ubin Line ,Guiding Block Ubin Line ,40.0,PCS,,,360000.0,,,Santi,,,,,,,,,,,,,,,,,,,,,,,,,0.0,360000.0,Diterima Futake,360000.0,,False,2026-04
2026-04-13,P00047,S00304 ,13/04/2026,17/04/2026,Pak Mujiyono Ngawen ,87838561570,Art & Craft,Lonceng Custom ,Lonceng Custom ,1.0,PCS,,,750000.0,,Transfer ,Santi,13/04/2026,Rp225.000,04/05/2026,Rp525.000,,,,,,,,,,,,,,,,,,,,,750000.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111532&access_token=78975676-06e1-4877-92f4-e171f0fa2540,False,2026-04
2026-04-14,P00055,S00316,14/04/2026,12/05/2026,Pak Mujiyono Ngawen ,87838561570,Street Furniture & Landscape,Kaki Meja Cafe Custom ,Kaki Meja Cafe Custom ,127.0,PCS,revisi harga ,,33020000.0,,Transfer ,Santi,15/04/2026,Rp9.525.000,22/04/2026,Rp5.000.000,18/5/2026,2.000.000,5/19/2026,16.495.000,,,,,,,,,,,,,,,,,33020000.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111830&access_token=04fa4314-e770-462e-9382-f669c2b6fabe,False,2026-04
2026-04-15,P00057,S00309,,,Teknika Jaya (Bu Yusri),85802773253,Street Furniture & Landscape,"Spigot flange CI PN P.20cm Uk.2"" ","Spigot flange CI PN P.20cm Uk.2"" ",172.0,PCS,,,14620000.0,35040000.0,Transfer ,Anis,16/04/2026,Rp10.512.000,12/05/2026,Rp24.528.000,,,,,,,,,,,,,,,,,,,,,35040000.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=110307&access_token=d7c9532f-6962-4744-a04a-b0d3898c2609,False,2026-04
2026-04-15,P00057,S00309,,,Teknika Jaya (Bu Yusri),85802773253,Street Furniture & Landscape,"Spigot flange CI PN P.20cm Uk.3"" ","Spigot flange CI PN P.20cm Uk.3"" ",24.0,PCS,,,2640000.0,,Transfer ,Anis,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=110307&access_token=d7c9532f-6962-4744-a04a-b0d3898c2609,False,2026-04
2026-04-15,P00057,S00309,,,Teknika Jaya (Bu Yusri),85802773253,Street Furniture & Landscape,"Spigot flange CI PN P.20cm Uk.4"" ","Spigot flange CI PN P.20cm Uk.4"" ",38.0,PCS,,,7220000.0,,Transfer ,Anis,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=110307&access_token=d7c9532f-6962-4744-a04a-b0d3898c2609,False,2026-04
2026-04-15,P00057,S00309,,,Teknika Jaya (Bu Yusri),85802773253,Street Furniture & Landscape,"Spigot flange CI PN P.20cm Uk.6"" ","Spigot flange CI PN P.20cm Uk.6"" ",32.0,PCS,,,10560000.0,,Transfer ,Anis,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=110307&access_token=d7c9532f-6962-4744-a04a-b0d3898c2609,False,2026-04
2026-04-15,P00058,S00311,,,Teknika Jaya (Bu Yusri),85802773253,Street Furniture & Landscape,"Giboult Joint CI PN16 STD 11cm Uk.2""","Giboult Joint CI PN16 STD 11cm Uk.2""",44.0,PCS,,,3300000.0,6870000.0,Transfer ,Anis,16/04/2026,Rp2.061.000,12/05/2026,Rp4.809.000,,,,,,,,,,,,,,,,,,,,,6870000.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=111841&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-04
2026-04-15,P00058,S00311,,,Teknika Jaya (Bu Yusri),85802773253,Street Furniture & Landscape,"Giboult Joint CI PN16 STD 11cm Uk.3""","Giboult Joint CI PN16 STD 11cm Uk.3""",6.0,PCS,,,630000.0,,Transfer ,Anis,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=111841&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-04
2026-04-15,P00058,S00311,,,Teknika Jaya (Bu Yusri),85802773253,Street Furniture & Landscape,"Giboult Joint CI PN16 STD 11cm Uk.4""","Giboult Joint CI PN16 STD 11cm Uk.4""",10.0,PCS,,,1300000.0,,Transfer ,Anis,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=111841&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-04
2026-04-15,P00058,S00311,,,Teknika Jaya (Bu Yusri),85802773253,Street Furniture & Landscape,"Giboult Joint CI PN16 STD 11cm Uk.6""","Giboult Joint CI PN16 STD 11cm Uk.6""",8.0,PCS,,,1640000.0,,Transfer ,Anis,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=111841&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form,False,2026-04
2026-04-15,P00059,S00319,,,CV Agung Mulia ,83866373384,Street Furniture & Landscape,Guiding Block Ubin Line ,Guiding Block Ubin Line ,1054.0,PCS,,,11594000.0,14271000.0,Transfer ,Santi,16/04/2026,Rp3.501.300,21/05/2026,Rp10.769.700,,,,,,,,,,,,,,,,,,,,,14271000.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form&id=111410,False,2026-04
2026-04-15,P00059,S00319,,,CV Agung Mulia ,83866373384,Street Furniture & Landscape,Guiding Block Ubin Dot ,Guiding Block Ubin Dot ,7.0,PCS,,,77000.0,,Transfer ,Santi,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form&id=111410,False,2026-04
2026-04-15,P00059,S00319,,,CV Agung Mulia ,83866373384,Street Furniture & Landscape,Ongkos Truck,Ongkos Truck,1.0,RIT ,,,2600000.0,,Transfer ,Santi,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form&id=111410,False,2026-04
2026-04-15,P00062 ,S00323,,,Fomac ,8123239988,Alat Usaha & Perlengkapan Rumah Tangga,Alat Cetak Sosis ,Alat Cetak Sosis ,1.0,UNIT ,Revisi harga,,2892708.0,2892708.0,Transfer ,Anis,16/04/2026,Rp2.062.627,06/05/2026,Rp830.081,,,,,,,,,,,,,,,,,,,,,2892708.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111952&access_token=93b55610-4b4e-41b7-be2b-b82b840fb607,False,2026-04
2026-04-17,P00063,STOCK ,,,Kembar Teknika,82112123377,Alat Usaha & Perlengkapan Rumah Tangga,Toples Kaca 4 No. 2 ,Toples Kaca 4 No. 2 ,10.0,PCS,,,880000.0,,Cash,Stock,17/04/2026,Rp880.000,,,,,,,,,,,,,,,,,,,,,,,880000.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-17,P00064 ,S00329,,,PT Surya Utama Metalindo ,82310999956,Street Furniture & Landscape,Grating 320 x 1000 mm ,Grating 320 x 1000 mm ,33.0,PCS,,,17463600.0,20983759.0,Transfer ,Swastika,18/04/2026,Rp6.295.128,28/04/2026,Rp14.688.631,,,,,,,,,,,,,,,,,,,,,20983759.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111082&access_token=5fde65b1-b2bb-482d-b8d0-71cb34f1e50e,False,2026-04
2026-04-17,P00064 ,S00329,,,PT Surya Utama Metalindo ,82310999956,Street Furniture & Landscape,Grating 320 x 640 mm ,Grating 320 x 640 mm ,1.0,PCS,,,338099.0,,Transfer ,Swastika,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111082&access_token=5fde65b1-b2bb-482d-b8d0-71cb34f1e50e,False,2026-04
2026-04-17,P00064,S00329,,,PT Surya Utama Metalindo ,82310999956,Street Furniture & Landscape,Grating 320 x 300 mm ,Grating 320 x 300 mm ,1.0,PCS,,,157780.0,,Transfer ,Swastika,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111082&access_token=5fde65b1-b2bb-482d-b8d0-71cb34f1e50e,False,2026-04
2026-04-17,P00064,S00329,,,PT Surya Utama Metalindo ,82310999956,Street Furniture & Landscape,Grating 320 x 285 mm ,Grating 320 x 285 mm ,1.0,PCS,,,149940.0,,Transfer ,Swastika,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111082&access_token=5fde65b1-b2bb-482d-b8d0-71cb34f1e50e,False,2026-04
2026-04-17,P00064,S00329,,,PT Surya Utama Metalindo ,82310999956,Street Furniture & Landscape,Grating 320 x 980 mm ,Grating 320 x 980 mm ,1.0,PCS,,,515480.0,,Transfer ,Swastika,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111082&access_token=5fde65b1-b2bb-482d-b8d0-71cb34f1e50e,False,2026-04
2026-04-17,P00064,S00329,,,PT Surya Utama Metalindo ,82310999956,Street Furniture & Landscape,Grating 320 x 450 mm ,Grating 320 x 450 mm ,1.0,PCS,,,237160.0,,Transfer ,Swastika,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111082&access_token=5fde65b1-b2bb-482d-b8d0-71cb34f1e50e,False,2026-04
2026-04-17,P00064,S00329,,,PT Surya Utama Metalindo ,82310999956,Street Furniture & Landscape,Grating 320 x 140 mm ,Grating 320 x 140 mm ,1.0,PCS,,,78400.0,,Transfer ,Swastika,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111082&access_token=5fde65b1-b2bb-482d-b8d0-71cb34f1e50e,False,2026-04
2026-04-17,P00064,S00329,,,PT Surya Utama Metalindo ,82310999956,Street Furniture & Landscape,Grating 320 x 410 mm ,Grating 320 x 410 mm ,1.0,PCS,,,215600.0,,Transfer ,Swastika,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111082&access_token=5fde65b1-b2bb-482d-b8d0-71cb34f1e50e,False,2026-04
2026-04-17,P00064,S00329,,,PT Surya Utama Metalindo ,82310999956,Street Furniture & Landscape,Grating 320 x 830 mm ,Grating 320 x 830 mm ,1.0,PCS,,,437080.0,,Transfer ,Swastika,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111082&access_token=5fde65b1-b2bb-482d-b8d0-71cb34f1e50e,False,2026-04
2026-04-17,P00064,S00329,,,PT Surya Utama Metalindo ,82310999956,Street Furniture & Landscape,Grating 320 x 580 mm ,Grating 320 x 580 mm ,1.0,PCS,,,305760.0,,Transfer ,Swastika,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111082&access_token=5fde65b1-b2bb-482d-b8d0-71cb34f1e50e,False,2026-04
2026-04-17,P00064,S00329,,,PT Surya Utama Metalindo ,82310999956,Street Furniture & Landscape,Grating 320 x 420 mm ,Grating 320 x 420 mm ,1.0,PCS,,,221480.0,,Transfer ,Swastika,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111082&access_token=5fde65b1-b2bb-482d-b8d0-71cb34f1e50e,False,2026-04
2026-04-17,P00064,S00329,,,PT Surya Utama Metalindo ,82310999956,Street Furniture & Landscape,Grating 320 x 600 mm ,Grating 320 x 600 mm ,1.0,PCS,,,315560.0,,Transfer ,Swastika,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111082&access_token=5fde65b1-b2bb-482d-b8d0-71cb34f1e50e,False,2026-04
2026-04-17,P00064,S00329,,,PT Surya Utama Metalindo ,82310999956,Street Furniture & Landscape,Grating 320 x 280 mm ,Grating 320 x 280 mm ,1.0,PCS,,,147980.0,,Transfer ,Swastika,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111082&access_token=5fde65b1-b2bb-482d-b8d0-71cb34f1e50e,False,2026-04
2026-04-17,P00064,S00329,,,PT Surya Utama Metalindo ,82310999956,Street Furniture & Landscape,Grating 320 x 760 mm ,Grating 320 x 760 mm ,1.0,PCS,,,399840.0,,Transfer ,Swastika,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111082&access_token=5fde65b1-b2bb-482d-b8d0-71cb34f1e50e,False,2026-04
2026-04-17,P00064,S00329,,,PT Surya Utama Metalindo ,82310999956,Street Furniture & Landscape,PAJAK ,PAJAK ,1.0,PCS,,,2308215.0,2308215.0,Transfer ,Swastika,18/04/2026,Rp2.308.215,,,,,,,,,,,,,,,,,,,,,,,2308215.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111082&access_token=5fde65b1-b2bb-482d-b8d0-71cb34f1e50e,False,2026-04
2026-04-17,P00064,S00329,,,PT Surya Utama Metalindo ,82310999956,Street Furniture & Landscape,Ongkos Kirim ,Ongkos Kirim ,1.0,UNIT ,,,2800000.0,2800000.0,Transfer ,Swastika,29/04/2026,Rp2.800.000,,,,,,,,,,,,,,,,,,,,,,,2800000.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=111082&access_token=5fde65b1-b2bb-482d-b8d0-71cb34f1e50e,False,2026-04
2026-04-21,P00067,S00009,21/04/2026,07/05/2026,Kembar Jaya,85185981865,Street Furniture & Landscape,Manhole Bulat Smart Forest ,Manhole Bulat Smart Forest (FCD DC),2.0,PCS,,,11500000.0,12900000.0,Transfer ,Fajar,21/04/2026,Rp3.870.000,29/05/2026,Rp4.500.000,,,,,,,,,,,,,,,,,,,,,8370000.0,4530000.0,Diterima Futake,,http://futakesistem.com/mail/view?model=project.task&res_id=112164&access_token=2ab7366f-ae48-4098-9b3f-e8afad33e3f9,False,2026-04
2026-04-21,P00067,S00009,21/04/2026,07/05/2026,Kembar Jaya,85185981865,Street Furniture & Landscape,Biaya Matras ,Biaya Matras ,1.0,PCS,,,1400000.0,,Transfer ,Fajar,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=112164&access_token=2ab7366f-ae48-4098-9b3f-e8afad33e3f9,False,2026-04
2026-04-22,P00070,S00126 ,,,CV Cipta Flora Asri ,8112510559,Street Furniture & Landscape,Lapangan Mini Soccer Sekolah Rakyat ,Lapangan Mini Soccer Sekolah Rakyat ,1.0,UNIT ,,,576695790.0,576695790.0,Transfer ,Santi,22/04/2026,Rp30.000.000,23/04/2026,Rp20.000.000,29/4/2026,50.000.000,30/4/2026,50.000.000,14/5/2026,10.000.000,18/5/2026,10.000.000,05/19/2026,3.008.737,20/5/2026,250.000.000,21/5/2026,9.153.105,,,,,,,432161842.0,144533948.0,Belum Diterima Futake,0.0,https://futakesistem.com/web#id=16279&cids=1&menu_id=141&action=209&model=crm.lead&view_type=form,False,2026-04
2026-04-22,P00071,STOCK ,,,Bintang Steel (Pak Dandung),62 812-2588-5220,Alat Usaha & Perlengkapan Rumah Tangga,Dandang 25 Liter Berkeran ,Dandang 25 Liter Berkeran ,10.0,PCS,,,1450000.0,3650000.0,Transfer ,Stock,23/04/2026,Rp1.095.000,02/05/2026,Rp2.555.000,,,,,,,,,,,,,,,,,,,,,3650000.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-22,P00071,STOCK ,,,Bintang Steel (Pak Dandung),62 812-2588-5220,Alat Usaha & Perlengkapan Rumah Tangga,Dandang 50 Liter Berkeran ,Dandang 50 Liter Berkeran ,10.0,PCS,,,2200000.0,,Transfer ,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-22,P00072,S00338,22/04/2026,30/04/2026,MF Antik,62 812-1506-204,Street Furniture & Landscape,Lampu Dinding Custom,Lampu Dinding Custom,3.0,PCS,,,2100000.0,2600000.0,Transfer ,Swastika,23/04/2026,Rp780.000,30/04/2026,Rp1.820.000,,,,,,,,,,,,,,,,,,,,,2600000.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=112031&access_token=65176ab4-9924-422d-ad80-74c6b6b68031,False,2026-04
2026-04-22,P00072,S00338,22/04/2026,30/04/2026,MF Antik,62 812-1506-204,Street Furniture & Landscape,Biaya Matras ,Biaya Matras ,1.0,PCS,,,500000.0,,Transfer ,Swastika,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=112031&access_token=65176ab4-9924-422d-ad80-74c6b6b68031,False,2026-04
2026-04-22,P00073,S00335 ,22/04/2026,27/04/2026,MF Antik,62 812-1506-204,Street Furniture & Landscape,Kursi taman cor besi ,Kursi taman cor besi (kursi merak),1.0,UNIT ,,,3500000.0,3500000.0,Transfer ,Fajar,23/04/2026,Rp1.050.000,05/05/2026,Rp2.450.000,,,,,,,,,,,,,,,,,,,,,3500000.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=112157&access_token=0bc7f75c-162b-4241-92f1-9335e47f812c,False,2026-04
2026-04-24,P00074,STOCK ,,,Pak Fuad Hasan CV AJT ,8562734527,Street Furniture & Landscape,"Roofdrain 2 Susun Cembung 3""","Roofdrain 2 Susun Cembung 3""",100.0,PCS,,,3850000.0,8000000.0,Transfer ,Stock,24/04/2026,Rp2.400.000,28/04/0206,Rp5.600.000,,,,,,,,,,,,,,,,,,,,,8000000.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-24,P00074,STOCK ,,,Pak Fuad Hasan CV AJT ,8562734527,Street Furniture & Landscape,"Roofdrain 2 Susun Cembung 4""","Roofdrain 2 Susun Cembung 4""",100.0,PCS,,,4150000.0,,Transfer ,Stock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Diterima Futake,0.0,STOCK ,False,2026-04
2026-04-24,P00075,S00339,24/04/2026,16/05/2026,Kembar Teknika,81234567890,Street Furniture & Landscape,Manhole Damkar 600 x 60 ,Manhole Damkar 600 x 60 ,30.0,PCS,,,40500000.0,40500000.0,Transfer ,Fajar,24/04/2026,Rp12.150.000,14/05/2026,Rp28.350.000,,,,,,,,,,,,,,,,,,,,,40500000.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=112128&access_token=b6559670-b6b1-4e24-a324-82dac57540ca,False,2026-04
2026-04-24,P00076,S00342,,,CV Agung Mulia ,62 838-6637-3384,Street Furniture & Landscape,Batu Andesit Bakar 30 x 30 x 30 ,Batu Andesit Bakar 30 x 30 x 30 ,3000.0,PCS,,,600000000.0,600000000.0,Transfer ,Swastika,29/04/2026,Rp66.000.000,30/04/2026,66.000.000,30/4/2026,66.000.000,2/5/2026,66.000.000,2/5/2026,66.000.000,4/5/2026,66.000.000,8/5/2026,10.000.000,12/5/20226,30.000.000,13/5/2026,26.000.000,14/5/2026,10.000.000,18/5/2026,10.000.000,26/5/2026,46.000.000,594000000.0,6000000.0,Belum Diterima Futake,0.0,https://futakesistem.com/web#id=112076&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form https://futakesistem.com/web#id=112077&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form ,False,2026-04
2026-04-24,P00076,S00342,,,CV Agung Mulia ,62 838-6637-3384,Street Furniture & Landscape,Batu Andesit Bakar 30 x 30 x 30 ,Batu Andesit Bakar 30 x 30 x 30 ,3000.0,PCS,,,,,Transfer ,Swastika,29/05/2026,Rp66.000.000,,,,,,,,,,,,,,,,,,,,,,,,,Belum Diterima Futake,0.0,https://futakesistem.com/web#id=112076&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form https://futakesistem.com/web#id=112077&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form ,False,2026-04
2026-04-24,P00076,S00342,,,CV Agung Mulia ,62 838-6637-3384,Street Furniture & Landscape,Ongkos Kontainer ,Ongkos Kontainer ,9.0,RIT ,,,252000000.0,252000000.0,Transfer ,Swastika,29/04/2026,Rp28.000.000,30/04/2026,Rp28.000.000,30/04/2026,Rp28.000.000,2/5/2026,28.000.000,2/5/2026,28.000.000,05/19/2026,28.000.000,25/5/2026,56.000.000,30/5/2026,28.000.000,,,,,,,,,252000000.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=112076&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form https://futakesistem.com/web#id=112077&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form ,False,2026-04
2026-04-24,P00076,S00342,,,CV Agung Mulia ,62 838-6637-3384,Street Furniture & Landscape,Ongkos Truck,Ongkos Truck,1.0,RIT ,,,16700000.0,16700000.0,Transfer ,Swastika,30/05/2026,Rp16.700.000,,,,,,,,,,,,,,,,,,,,,,,16700000.0,0.0,Diterima Futake,0.0,https://futakesistem.com/web#id=112076&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form https://futakesistem.com/web#id=112077&cids=1&menu_id=337&action=506&active_id=84&model=project.task&view_type=form ,False,2026-04
2026-04-25,P00077,S00341,25/04/2026,30/04/2026,MF Antik,62 812-1506-204,Street Furniture & Landscape,Tiang Petunjuk Arah Cabang 4 Non Tulisan ,Tiang Petunjuk Arah Cabang 4 Non Tulisan ,1.0,PCS,,,2600000.0,2600000.0,Transfer ,Anis,27/04/2026,Rp780.000,02/05/2026,Rp1.820.000,,,,,,,,,,,,,,,,,,,,,2600000.0,0.0,Diterima Futake,0.0,http://futakesistem.com/mail/view?model=project.task&res_id=112213&access_token=dfc0d71b-8c95-448c-8e5c-34a16612dd48,False,2026-04
